Individu;Edat;Sexe
1745;61;Dona
1746;73;Home
1747;71;Dona
1748;42;Home
1749;39;Home
1750;77;Dona
1751;41;Dona
1752;60;Home
1753;58;Dona
1754;67;Home
1755;58;Dona
1756;42;Home
1757;39;Dona
1758;95;Dona
1759;51;Dona
1760;78;Home
1761;75;Dona
1762;50;Dona
1763;47;Home
1764;39;Dona
1765;95;Home
1766;68;Dona
1767;45;Dona
1768;40;Dona
1769;34;Home
1770;80;Dona
1771;51;Dona
1772;56;Home
1773;55;Dona
1774;34;Home
1775;54;Home
1776;67;Home
1777;66;Dona
1778;38;Home
1779;45;Home
1780;86;Dona
1781;65;Home
1782;56;Dona
1783;67;Dona
1784;37;Dona
1785;90;Dona
1786;54;Dona
1787;89;Dona
1788;59;Home
1789;58;Dona
1790;35;Dona
1791;54;Dona
1792;70;Home
1793;67;Dona
1794;45;Dona
1795;38;Home
1796;80;Home
1797;77;Dona
1798;50;Home
1799;46;Dona
1800;79;Dona
1801;52;Dona
1802;50;Home
1803;34;Dona
1804;59;Dona
1805;86;Home
1806;80;Dona
1807;55;Home
1808;50;Home
1809;47;Home
1810;40;Home
1811;78;Dona
1812;45;Home
1813;80;Home
1814;81;Dona
1815;53;Dona
1816;46;Home
1817;60;Home
1818;60;Dona
1819;35;Dona
1820;50;Dona
1821;48;Home
1822;68;Home
1823;65;Dona
1824;36;Dona
1825;70;Dona
1826;43;Home
1827;88;Home
1828;82;Dona
1829;55;Dona
1830;48;Dona
1831;39;Home
1832;38;Home
1833;73;Dona
1834;49;Home
1835;46;Home
1836;44;Dona
1837;66;Home
1838;65;Dona
1839;58;Home
1840;59;Dona
1841;53;Home
1842;68;Home
1843;68;Dona
1844;49;Home
1845;84;Home
1846;54;Home
1847;51;Dona
1848;78;Home
1849;89;Home
1850;86;Dona
1851;51;Home
1852;49;Home
1853;82;Dona
1854;55;Home
1855;54;Dona
1856;51;Home
1857;48;Dona
1858;68;Home
1859;64;Dona
1860;76;Dona
1861;52;Dona
1862;49;Dona
1863;46;Home
1864;88;Home
1865;79;Dona
1866;69;Home
1867;69;Dona
1868;40;Home
1869;51;Home
1870;53;Dona
1871;90;Dona
1872;81;Home
1873;77;Dona
1874;53;Dona
1875;49;Home
1876;71;Home
1877;67;Dona
1878;45;Home
1879;41;Home
1880;65;Dona
1881;41;Home
1882;39;Home
1883;58;Home
1884;54;Home
1885;48;Dona
1886;54;Home
1887;82;Home
1888;78;Dona
1889;50;Home
1890;45;Dona
1891;68;Home
1892;41;Home
1893;36;Home
1894;80;Dona
1895;82;Home
1896;51;Home
1897;36;Home
1898;57;Dona
1899;55;Dona
1900;51;Dona
1901;79;Home
1902;74;Dona
1903;61;Dona
1904;82;Dona
1905;88;Home
1906;85;Home
1907;82;Dona
1908;52;Home
1909;40;Home
1910;63;Home
1911;60;Dona
1912;35;Dona
1913;77;Home
1914;74;Dona
1915;39;Home
1916;57;Dona
1917;36;Home
1918;78;Home
1919;73;Dona
1920;79;Dona
1921;54;Home
1922;69;Home
1923;45;Home
1924;66;Home
1925;61;Dona
1926;80;Home
1927;77;Dona
1928;50;Home
1929;65;Home
1930;63;Dona
1931;38;Dona
1932;87;Dona
1933;58;Home
1934;48;Home
1935;92;Dona
1936;76;Home
1937;74;Dona
1938;47;Home
1939;42;Dona
1940;79;Home
1941;78;Dona
1942;43;Home
1943;46;Home
1944;81;Dona
1945;73;Dona
1946;45;Home
1947;42;Home
1948;73;Dona
1949;45;Dona
1950;41;Dona
1951;40;Dona
1952;65;Dona
1953;44;Dona
1954;84;Home
1955;80;Dona
1956;56;Dona
1957;36;Home
1958;58;Home
1959;50;Dona
1960;37;Home
1961;59;Home
1962;58;Dona
1963;69;Home
1964;68;Dona
1965;43;Home
1966;67;Home
1967;66;Dona
1968;41;Home
1969;36;Home
1970;79;Home
1971;75;Dona
1972;52;Home
1973;49;Dona
1974;91;Dona
1975;77;Dona
1976;80;Dona
1977;52;Dona
1978;50;Dona
1979;39;Home
1980;37;Home
1981;82;Dona
1982;58;Home
1983;84;Dona
1984;82;Home
1985;73;Home
1986;72;Dona
1987;45;Dona
1988;42;Dona
1989;41;Dona
1990;70;Home
1991;73;Dona
1992;38;Dona
1993;84;Dona
1994;56;Dona
1995;52;Dona
1996;67;Home
1997;62;Dona
1998;35;Home
1999;67;Home
2000;67;Dona
2001;53;Dona
2002;59;Home
2003;56;Dona
2004;74;Home
2005;74;Dona
2006;49;Home
2007;69;Home
2008;66;Dona
2009;42;Home
2010;78;Dona
2011;46;Home
2012;75;Home
2013;73;Dona
2014;49;Dona
2015;48;Home
2016;37;Dona
2017;78;Home
2018;70;Dona
2019;49;Dona
2020;34;Home
2021;89;Dona
2022;58;Home
2023;55;Dona
2024;33;Home
2025;60;Dona
2026;53;Dona
2027;51;Dona
2028;83;Home
2029;52;Dona
2030;83;Dona
2031;73;Dona
2032;44;Dona
2033;66;Home
2034;62;Dona
2035;37;Home
2036;68;Dona
2037;64;Dona
2038;41;Home
2039;56;Dona
2040;68;Home
2041;64;Dona
2042;87;Dona
2043;72;Home
2044;69;Dona
2045;54;Dona
2046;70;Home
2047;68;Dona
2048;39;Home
2049;85;Dona
2050;80;Dona
2051;85;Dona
2052;52;Home
2053;41;Dona
2054;54;Dona
2055;48;Home
2056;59;Home
2057;34;Dona
2058;65;Home
2059;59;Dona
2060;38;Dona
2061;37;Home
2062;73;Home
2063;74;Dona
2064;44;Dona
2065;41;Dona
2066;83;Dona
2067;74;Home
2068;42;Home
2069;72;Dona
2070;49;Home
2071;46;Dona
2072;42;Home
2073;79;Home
2074;49;Home
2075;47;Dona
2076;83;Home
2077;48;Home
2078;65;Home
2079;64;Dona
2080;38;Dona
2081;36;Dona
2082;62;Home
2083;63;Home
2084;63;Dona
2085;62;Dona
2086;66;Home
2087;66;Dona
2088;37;Dona
2089;63;Dona
2090;35;Dona
2091;89;Dona
2092;70;Home
2093;71;Dona
2094;48;Dona
2095;44;Dona
2096;43;Dona
2097;42;Dona
2098;40;Dona
2099;67;Home
2100;65;Dona
2101;41;Home
2102;65;Home
2103;63;Dona
2104;36;Home
2105;65;Dona
2106;43;Dona
2107;40;Dona
2108;56;Home
2109;88;Dona
2110;67;Dona
2111;57;Dona
2112;83;Dona
2113;47;Home
2114;42;Dona
2115;77;Home
2116;68;Dona
2117;46;Home
2118;43;Home
2119;33;Dona
2120;77;Home
2121;48;Dona
2122;46;Home
2123;40;Dona
2124;74;Dona
2125;47;Home
2126;42;Dona
2127;56;Dona
2128;34;Dona
2129;61;Home
2130;53;Dona
2131;60;Home
2132;61;Dona
2133;36;Home
2134;78;Dona
2135;90;Dona
2136;52;Home
2137;70;Home
2138;57;Dona
2139;38;Dona
2140;36;Dona
2141;62;Home
2142;61;Dona
2143;36;Dona
2144;76;Home
2145;50;Home
2146;42;Dona
2147;84;Dona
2148;58;Dona
2149;59;Home
2150;90;Dona
2151;61;Home
2152;58;Home
2153;57;Dona
2154;56;Dona
2155;74;Home
2156;47;Home
2157;34;Home
2158;51;Dona
2159;71;Dona
2160;81;Home
2161;79;Dona
2162;52;Home
2163;39;Dona
2164;69;Dona
2165;47;Home
2166;76;Dona
2167;44;Dona
2168;43;Dona
2169;82;Dona
2170;53;Dona
2171;45;Dona
2172;49;Dona
2173;78;Home
2174;49;Home
2175;66;Dona
2176;34;Dona
2177;78;Home
2178;73;Dona
2179;43;Dona
2180;76;Home
2181;89;Home
2182;51;Dona
2183;65;Home
2184;64;Dona
2185;40;Home
2186;69;Home
2187;66;Dona
2188;40;Dona
2189;63;Home
2190;62;Dona
2191;37;Home
2192;92;Dona
2193;64;Home
2194;62;Dona
2195;38;Home
2196;54;Dona
2197;52;Dona
2198;49;Home
2199;56;Home
2200;53;Home
2201;61;Dona
2202;35;Dona
2203;75;Home
2204;69;Dona
2205;46;Dona
2206;74;Home
2207;69;Dona
2208;45;Dona
2209;57;Home
2210;58;Dona
2211;34;Home
2212;59;Dona
2213;76;Home
2214;74;Dona
2215;49;Home
2216;81;Home
2217;79;Dona
2218;55;Home
2219;41;Dona
2220;42;Dona
2221;82;Dona
2222;51;Home
2223;54;Home
2224;81;Dona
2225;59;Dona
2226;74;Home
2227;75;Dona
2228;52;Home
2229;49;Home
2230;48;Dona
2231;45;Home
2232;65;Dona
2233;41;Dona
2234;38;Dona
2235;78;Dona
2236;52;Dona
2237;46;Home
2238;42;Home
2239;78;Home
2240;77;Dona
2241;48;Dona
2242;45;Dona
2243;42;Dona
2244;35;Dona
2245;82;Home
2246;78;Dona
2247;54;Home
2248;52;Dona
2249;47;Home
2250;44;Home
2251;56;Home
2252;52;Dona
2253;74;Home
2254;69;Dona
2255;47;Home
2256;42;Dona
2257;82;Home
2258;74;Dona
2259;44;Home
2260;70;Home
2261;77;Home
2262;74;Dona
2263;63;Dona
2264;38;Dona
2265;52;Home
2266;79;Dona
2267;50;Dona
2268;43;Home
2269;86;Dona
2270;96;Dona
2271;36;Home
2272;53;Home
2273;69;Home
2274;68;Dona
2275;44;Dona
2276;40;Dona
2277;84;Dona
2278;71;Home
2279;68;Dona
2280;34;Home
2281;70;Dona
2282;40;Home
2283;36;Home
2284;81;Dona
2285;66;Home
2286;60;Home
2287;55;Dona
2288;36;Home
2289;64;Home
2290;63;Dona
2291;38;Dona
2292;63;Dona
2293;36;Home
2294;69;Home
2295;68;Dona
2296;43;Home
2297;90;Dona
2298;77;Home
2299;74;Dona
2300;52;Home
2301;47;Home
2302;39;Dona
2303;87;Home
2304;87;Dona
2305;55;Dona
2306;52;Home
2307;64;Dona
2308;44;Home
2309;40;Dona
2310;61;Home
2311;60;Dona
2312;36;Dona
2313;77;Home
2314;48;Dona
2315;35;Home
2316;62;Home
2317;64;Dona
2318;36;Dona
2319;88;Dona
2320;51;Dona
2321;48;Home
2322;78;Dona
2323;47;Home
2324;82;Dona
2325;56;Home
2326;55;Dona
2327;51;Home
2328;48;Home
2329;45;Home
2330;40;Dona
2331;55;Home
2332;76;Home
2333;71;Dona
2334;48;Dona
2335;74;Home
2336;71;Dona
2337;44;Home
2338;39;Dona
2339;78;Home
2340;69;Dona
2341;48;Dona
2342;42;Dona
2343;41;Dona
2344;37;Home
2345;46;Dona
2346;36;Home
2347;80;Dona
2348;51;Home
2349;35;Home
2350;80;Dona
2351;52;Home
2352;69;Home
2353;74;Dona
2354;54;Dona
2355;50;Dona
2356;48;Home
2357;68;Dona
2358;39;Home
2359;67;Dona
2360;74;Dona
2361;84;Dona
2362;55;Dona
2363;51;Dona
2364;45;Home
2365;62;Home
2366;65;Dona
2367;36;Dona
2368;96;Dona
2369;77;Dona
2370;78;Dona
2371;44;Home
2372;50;Dona
2373;64;Home
2374;85;Home
2375;83;Dona
2376;83;Home
2377;48;Dona
2378;46;Home
2379;51;Home
2380;76;Dona
2381;51;Dona
2382;41;Home
2383;90;Dona
2384;55;Dona
2385;67;Home
2386;71;Dona
2387;39;Dona
2388;75;Dona
2389;83;Dona
2390;57;Home
2391;46;Home
2392;51;Dona
2393;71;Dona
2394;40;Home
2395;38;Dona
2396;35;Home
2397;81;Home
2398;80;Dona
2399;74;Dona
2400;78;Home
2401;52;Home
2402;48;Dona
2403;83;Home
2404;75;Dona
2405;49;Dona
2406;46;Home
2407;40;Home
2408;71;Home
2409;69;Dona
2410;39;Home
2411;76;Home
2412;77;Dona
2413;83;Home
2414;80;Dona
2415;57;Home
2416;52;Home
2417;48;Home
2418;82;Dona
2419;57;Home
2420;54;Home
2421;52;Home
2422;48;Dona
2423;66;Home
2424;61;Dona
2425;38;Dona
2426;34;Dona
2427;58;Home
2428;54;Home
2429;48;Dona
2430;61;Home
2431;60;Dona
2432;37;Home
2433;54;Home
2434;73;Dona
2435;51;Home
2436;47;Dona
2437;72;Home
2438;71;Dona
2439;63;Dona
2440;42;Dona
2441;40;Dona
2442;60;Dona
2443;90;Home
2444;80;Dona
2445;56;Home
2446;51;Home
2447;50;Dona
2448;90;Dona
2449;66;Home
2450;58;Dona
2451;37;Dona
2452;34;Home
2453;76;Home
2454;75;Dona
2455;46;Dona
2456;74;Home
2457;69;Dona
2458;46;Dona
2459;44;Dona
2460;42;Home
2461;78;Dona
2462;56;Dona
2463;64;Home
2464;61;Dona
2465;39;Home
2466;57;Home
2467;54;Home
2468;51;Dona
2469;95;Home
2470;66;Home
2471;64;Dona
2472;38;Home
2473;69;Home
2474;64;Dona
2475;35;Home
2476;62;Home
2477;61;Dona
2478;37;Home
2479;34;Dona
2480;65;Home
2481;35;Home
2482;64;Home
2483;61;Dona
2484;37;Dona
2485;57;Home
2486;60;Dona
2487;34;Home
2488;72;Home
2489;71;Dona
2490;45;Dona
2491;41;Home
2492;38;Home
2493;60;Home
2494;62;Dona
2495;70;Dona
2496;46;Home
2497;37;Home
2498;79;Home
2499;81;Dona
2500;57;Dona
2501;56;Home
2502;53;Home
2503;50;Home
2504;48;Dona
2505;47;Dona
2506;68;Home
2507;68;Dona
2508;71;Home
2509;69;Dona
2510;46;Dona
2511;41;Home
2512;65;Home
2513;66;Dona
2514;35;Home
2515;71;Home
2516;71;Dona
2517;46;Home
2518;39;Dona
2519;62;Home
2520;64;Dona
2521;40;Dona
2522;78;Dona
2523;54;Home
2524;49;Dona
2525;40;Dona
2526;71;Home
2527;70;Dona
2528;45;Dona
2529;42;Dona
2530;70;Home
2531;66;Dona
2532;43;Home
2533;36;Home
2534;82;Home
2535;78;Dona
2536;49;Dona
2537;47;Dona
2538;41;Home
2539;62;Home
2540;63;Dona
2541;37;Home
2542;35;Home
2543;34;Home
2544;87;Dona
2545;80;Dona
2546;61;Dona
2547;80;Dona
2548;53;Home
2549;52;Home
2550;46;Dona
2551;45;Dona
2552;43;Dona
2553;40;Home
2554;78;Home
2555;76;Dona
2556;53;Home
2557;51;Dona
2558;46;Dona
2559;85;Home
2560;82;Dona
2561;52;Dona
2562;63;Home
2563;59;Home
2564;57;Dona
2565;70;Home
2566;62;Home
2567;66;Home
2568;68;Home
2569;91;Dona
2570;87;Home
2571;80;Dona
2572;42;Home
2573;36;Home
2574;88;Dona
2575;51;Home
2576;47;Dona
2577;83;Dona
2578;52;Dona
2579;49;Dona
2580;47;Home
2581;59;Home
2582;34;Dona
2583;87;Home
2584;86;Dona
2585;57;Home
2586;68;Dona
2587;60;Home
2588;48;Dona
2589;88;Dona
2590;74;Home
2591;63;Dona
2592;40;Home
2593;37;Dona
2594;66;Dona
2595;79;Home
2596;88;Dona
2597;53;Dona
2598;85;Dona
2599;58;Dona
2600;94;Dona
2601;83;Home
2602;80;Dona
2603;49;Dona
2604;82;Dona
2605;89;Dona
2606;67;Home
2607;67;Dona
2608;40;Dona
2609;63;Home
2610;82;Dona
2611;35;Home
2612;70;Home
2613;67;Dona
2614;43;Dona
2615;40;Home
2616;38;Dona
2617;60;Home
2618;82;Home
2619;71;Dona
2620;53;Dona
2621;51;Home
2622;49;Home
2623;47;Dona
2624;42;Dona
2625;41;Home
2626;50;Dona
2627;61;Home
2628;60;Home
2629;93;Dona
2630;54;Dona
2631;35;Dona
2632;89;Dona
2633;84;Dona
2634;71;Home
2635;53;Home
2636;66;Home
2637;68;Dona
2638;37;Dona
2639;40;Dona
2640;86;Dona
2641;53;Home
2642;55;Home
2643;53;Dona
2644;59;Home
2645;49;Dona
2646;60;Home
2647;59;Dona
2648;90;Dona
2649;54;Dona
2650;87;Dona
2651;71;Dona
2652;68;Dona
2653;91;Dona
2654;74;Home
2655;73;Dona
2656;44;Home
2657;66;Dona
2658;85;Dona
2659;54;Dona
2660;42;Dona
2661;71;Home
2662;59;Dona
2663;50;Home
2664;90;Home
2665;82;Dona
2666;54;Dona
2667;70;Home
2668;65;Dona
2669;50;Dona
2670;81;Home
2671;54;Dona
2672;51;Home
2673;51;Home
2674;79;Home
2675;75;Dona
2676;51;Home
2677;50;Dona
2678;64;Home
2679;60;Dona
2680;33;Home
2681;69;Home
2682;68;Dona
2683;44;Home
2684;86;Dona
2685;56;Home
2686;72;Home
2687;71;Dona
2688;40;Home
2689;39;Dona
2690;95;Home
2691;91;Dona
2692;55;Home
2693;87;Home
2694;80;Dona
2695;46;Home
2696;91;Dona
2697;53;Dona
2698;42;Home
2699;66;Home
2700;84;Dona
2701;47;Home
2702;60;Home
2703;91;Dona
2704;55;Home
2705;59;Dona
2706;84;Dona
2707;52;Home
2708;90;Dona
2709;67;Home
2710;66;Dona
2711;42;Dona
2712;53;Dona
2713;55;Dona
2714;74;Dona
2715;50;Dona
2716;48;Dona
2717;46;Dona
2718;51;Home
2719;53;Home
2720;88;Dona
2721;46;Home
2722;57;Home
2723;61;Home
2724;56;Home
2725;82;Dona
2726;43;Home
2727;62;Home
2728;59;Dona
2729;37;Dona
2730;67;Home
2731;64;Dona
2732;42;Home
2733;84;Home
2734;80;Dona
2735;54;Home
2736;52;Home
2737;50;Home
2738;44;Dona
2739;38;Home
2740;76;Home
2741;76;Dona
2742;50;Home
2743;36;Dona
2744;62;Home
2745;57;Dona
2746;38;Home
2747;57;Home
2748;57;Dona
2749;36;Dona
2750;87;Home
2751;79;Dona
2752;70;Home
2753;65;Dona
2754;42;Dona
2755;39;Dona
2756;56;Home
2757;89;Dona
2758;52;Dona
2759;56;Home
2760;69;Home
2761;50;Dona
2762;87;Dona
2763;75;Dona
2764;47;Dona
2765;36;Home
2766;72;Dona
2767;47;Dona
2768;43;Dona
2769;81;Dona
2770;56;Dona
2771;52;Home
2772;46;Dona
2773;63;Home
2774;62;Dona
2775;43;Home
2776;37;Home
2777;37;Dona
2778;54;Home
2779;52;Dona
2780;35;Dona
2781;62;Dona
2782;39;Home
2783;36;Home
2784;34;Dona
2785;56;Home
2786;59;Dona
2787;75;Home
2788;67;Dona
2789;43;Home
2790;66;Home
2791;67;Dona
2792;36;Dona
2793;90;Dona
2794;66;Home
2795;63;Dona
2796;37;Home
2797;67;Home
2798;61;Dona
2799;67;Dona
2800;51;Dona
2801;59;Home
2802;54;Dona
2803;64;Home
2804;69;Home
2805;62;Dona
2806;43;Dona
2807;40;Home
2808;38;Home
2809;89;Dona
2810;81;Dona
2811;54;Dona
2812;62;Home
2813;60;Dona
2814;61;Home
2815;59;Dona
2816;81;Dona
2817;56;Dona
2818;80;Dona
2819;64;Home
2820;60;Dona
2821;39;Dona
2822;36;Dona
2823;82;Home
2824;78;Dona
2825;50;Dona
2826;57;Home
2827;54;Dona
2828;63;Home
2829;60;Dona
2830;38;Dona
2831;38;Dona
2832;86;Home
2833;51;Home
2834;65;Home
2835;61;Dona
2836;68;Home
2837;66;Dona
2838;42;Home
2839;38;Dona
2840;83;Home
2841;49;Home
2842;77;Home
2843;47;Dona
2844;40;Dona
2845;55;Home
2846;64;Dona
2847;94;Dona
2848;65;Dona
2849;88;Home
2850;86;Dona
2851;54;Dona
2852;57;Home
2853;51;Home
2854;87;Dona
2855;48;Home
2856;46;Dona
2857;41;Home
2858;82;Dona
2859;54;Dona
2860;44;Home
2861;40;Dona
2862;68;Home
2863;71;Dona
2864;43;Home
2865;42;Home
2866;39;Home
2867;89;Home
2868;86;Dona
2869;47;Home
2870;100;Dona
2871;61;Home
2872;56;Home
2873;92;Dona
2874;69;Dona
2875;92;Home
2876;88;Dona
2877;51;Dona
2878;78;Dona
2879;50;Home
2880;60;Dona
2881;54;Home
2882;64;Home
2883;59;Dona
2884;37;Dona
2885;41;Dona
2886;63;Home
2887;61;Dona
2888;71;Home
2889;65;Dona
2890;44;Home
2891;34;Home
2892;74;Home
2893;69;Dona
2894;42;Home
2895;88;Dona
2896;64;Home
2897;57;Home
2898;50;Home
2899;47;Dona
2900;94;Dona
2901;83;Dona
2902;43;Home
2903;41;Dona
2904;39;Home
2905;53;Dona
2906;92;Dona
2907;74;Dona
2908;42;Home
2909;67;Home
2910;61;Dona
2911;41;Dona
2912;36;Home
2913;90;Dona
2914;58;Dona
2915;66;Dona
2916;41;Home
2917;57;Dona
2918;35;Dona
2919;33;Home
2920;60;Dona
2921;36;Home
2922;68;Dona
2923;67;Dona
2924;80;Dona
2925;55;Dona
2926;55;Home
2927;66;Dona
2928;48;Dona
2929;39;Dona
2930;70;Dona
2931;44;Home
2932;42;Dona
2933;41;Home
2934;60;Home
2935;56;Dona
2936;53;Dona
2937;77;Home
2938;70;Dona
2939;48;Home
2940;47;Dona
2941;36;Dona
2942;81;Dona
2943;44;Home
2944;67;Home
2945;64;Dona
2946;41;Dona
2947;53;Dona
2948;80;Dona
2949;54;Dona
2950;43;Home
2951;64;Home
2952;74;Home
2953;73;Dona
2954;52;Dona
2955;48;Home
2956;44;Dona
2957;38;Home
2958;75;Home
2959;46;Dona
2960;43;Home
2961;40;Home
2962;37;Home
2963;35;Home
2964;41;Home
2965;48;Dona
2966;46;Home
2967;39;Dona
2968;67;Home
2969;68;Dona
2970;45;Dona
2971;34;Home
2972;67;Dona
2973;42;Home
2974;39;Dona
2975;67;Home
2976;63;Dona
2977;68;Home
2978;65;Dona
2979;42;Home
2980;61;Home
2981;57;Dona
2982;77;Home
2983;76;Dona
2984;50;Home
2985;57;Home
2986;55;Dona
2987;77;Home
2988;43;Dona
2989;69;Home
2990;78;Home
2991;68;Dona
2992;44;Dona
2993;44;Home
2994;62;Home
2995;58;Dona
2996;65;Home
2997;65;Dona
2998;42;Home
2999;34;Home
3000;82;Dona
3001;53;Dona
3002;43;Dona
3003;52;Home
3004;71;Home
3005;67;Dona
3006;45;Home
3007;43;Dona
3008;60;Dona
3009;41;Home
3010;53;Home
3011;42;Home
3012;54;Dona
3013;54;Home
3014;83;Dona
3015;81;Dona
3016;54;Home
3017;51;Dona
3018;49;Dona
3019;78;Home
3020;73;Dona
3021;42;Home
3022;72;Dona
3023;49;Home
3024;43;Home
3025;36;Dona
3026;36;Home
3027;34;Dona
3028;62;Home
3029;35;Dona
3030;55;Home
3031;79;Dona
3032;42;Dona
3033;82;Dona
3034;54;Home
3035;59;Dona
3036;54;Dona
3037;36;Home
3038;34;Home
3039;61;Home
3040;61;Dona
3041;37;Dona
3042;75;Dona
3043;47;Home
3044;44;Home
3045;40;Dona
3046;61;Home
3047;59;Dona
3048;36;Home
3049;67;Dona
3050;62;Dona
3051;64;Dona
3052;38;Home
3053;57;Home
3054;58;Dona
3055;34;Dona
3056;39;Dona
3057;61;Home
3058;59;Dona
3059;54;Home
3060;54;Dona
3061;34;Dona
3062;58;Home
3063;55;Dona
3064;70;Dona
3065;46;Home
3066;47;Dona
3067;82;Home
3068;73;Dona
3069;74;Home
3070;72;Dona
3071;39;Dona
3072;89;Dona
3073;52;Dona
3074;72;Home
3075;67;Dona
3076;47;Dona
3077;43;Home
3078;39;Home
3079;61;Home
3080;66;Dona
3081;38;Home
3082;61;Dona
3083;46;Home
3084;42;Dona
3085;40;Dona
3086;61;Home
3087;59;Dona
3088;36;Home
3089;67;Home
3090;64;Dona
3091;41;Home
3092;83;Dona
3093;54;Home
3094;50;Home
3095;45;Dona
3096;71;Dona
3097;44;Home
3098;39;Home
3099;74;Dona
3100;44;Dona
3101;71;Home
3102;63;Dona
3103;40;Home
3104;37;Home
3105;35;Home
3106;74;Dona
3107;41;Home
3108;61;Home
3109;64;Dona
3110;35;Dona
3111;71;Home
3112;66;Dona
3113;43;Home
3114;39;Dona
3115;35;Home
3116;60;Dona
3117;40;Home
3118;38;Home
3119;34;Dona
3120;84;Home
3121;83;Dona
3122;50;Dona
3123;62;Home
3124;62;Dona
3125;37;Dona
3126;33;Home
3127;86;Dona
3128;87;Dona
3129;51;Home
3130;44;Dona
3131;70;Home
3132;69;Dona
3133;43;Home
3134;34;Dona
3135;83;Dona
3136;55;Home
3137;51;Home
3138;89;Dona
3139;77;Dona
3140;77;Home
3141;72;Dona
3142;45;Home
3143;83;Home
3144;50;Home
3145;73;Dona
3146;85;Home
3147;81;Dona
3148;58;Home
3149;93;Dona
3150;71;Home
3151;68;Dona
3152;44;Home
3153;37;Home
3154;72;Home
3155;70;Dona
3156;45;Dona
3157;42;Home
3158;83;Home
3159;80;Dona
3160;57;Home
3161;55;Home
3162;54;Dona
3163;50;Home
3164;47;Dona
3165;44;Dona
3166;94;Home
3167;41;Dona
3168;59;Dona
3169;75;Dona
3170;88;Home
3171;88;Dona
3172;81;Dona
3173;51;Dona
3174;45;Home
3175;93;Home
3176;63;Home
3177;77;Home
3178;70;Dona
3179;79;Dona
3180;58;Home
3181;83;Home
3182;54;Dona
3183;80;Dona
3184;71;Dona
3185;48;Home
3186;44;Dona
3187;35;Home
3188;91;Home
3189;86;Dona
3190;60;Dona
3191;58;Dona
3192;55;Dona
3193;68;Home
3194;79;Dona
3195;51;Dona
3196;47;Home
3197;84;Home
3198;80;Dona
3199;46;Home
3200;42;Home
3201;78;Home
3202;71;Home
3203;66;Dona
3204;41;Home
3205;89;Dona
3206;57;Home
3207;65;Home
3208;65;Dona
3209;40;Home
3210;64;Dona
3211;43;Dona
3212;41;Dona
3213;68;Home
3214;61;Home
3215;60;Dona
3216;76;Dona
3217;94;Home
3218;60;Home
3219;74;Home
3220;72;Dona
3221;47;Dona
3222;42;Home
3223;80;Home
3224;80;Dona
3225;51;Dona
3226;97;Dona
3227;64;Dona
3228;60;Dona
3229;58;Home
3230;64;Dona
3231;43;Home
3232;42;Home
3233;64;Home
3234;57;Home
3235;56;Dona
3236;61;Home
3237;81;Home
3238;80;Dona
3239;57;Home
3240;55;Dona
3241;49;Home
3242;41;Home
3243;73;Home
3244;72;Dona
3245;44;Home
3246;81;Dona
3247;51;Dona
3248;69;Dona
3249;39;Home
3250;38;Home
3251;58;Dona
3252;70;Dona
3253;42;Home
3254;36;Home
3255;35;Home
3256;75;Home
3257;68;Dona
3258;44;Dona
3259;41;Home
3260;79;Home
3261;74;Dona
3262;52;Home
3263;42;Home
3264;74;Home
3265;68;Home
3266;71;Home
3267;80;Dona
3268;44;Dona
3269;38;Home
3270;63;Home
3271;85;Dona
3272;46;Home
3273;68;Dona
3274;46;Home
3275;45;Dona
3276;55;Home
3277;47;Home
3278;43;Home
3279;41;Home
3280;41;Dona
3281;36;Dona
3282;74;Home
3283;74;Dona
3284;42;Home
3285;61;Home
3286;63;Dona
3287;37;Home
3288;54;Home
3289;61;Home
3290;62;Home
3291;60;Dona
3292;76;Dona
